,X,UniqueID,CAS,ChemicalNumber,Chemical,FacilityID,Longitude,Latitude,FacilityName,Street,City,County,State,ZIPCode,ZIP9,FIPS,STFIPS,StackHeight,StackVelocity,StackDiameter,StackTemperature,ChromHexPercent,ModeledNAICS,PoundsReleased_2016,PoundsReleased_2017,PoundsReleased_2018,PoundsReleased_2019,PoundsReleased_2020,PoundsPT_2016,PoundsPT_2017,PoundsPT_2018,PoundsPT_2019,PoundsPT_2020,Score_2016,Score_2017,Score_2018,Score_2019,Score_2020,NCScore_2016,NCScore_2017,NCScore_2018,NCScore_2019,NCScore_2020,CScore_2016,CScore_2017,CScore_2018,CScore_2019,CScore_2020,Hazard_2016,Hazard_2017,Hazard_2018,Hazard_2019,Hazard_2020,HazardC_2016,HazardC_2017,HazardC_2018,HazardC_2019,HazardC_2020,HazardNC_2016,HazardNC_2017,HazardNC_2018,HazardNC_2019,HazardNC_2020,population_1km,WhtPercent_1km,NWPercent_1km,HispPercent_1km,BlkPercent_1km,AsianPercent_1km,AmerIndPercent_1km,Under5Percent_1km,ReprodFemPercent_1km,Over64Percent_1km,EduPercent_1km,housing_units_1km,VacPercent_1km,OwnOccPercent_1km,avg_median_income_1km,avg_median_house_value_1km,facility_count_1km,population_5km,WhtPercent_5km,NWPercent_5km,HispPercent_5km,BlkPercent_5km,AsianPercent_5km,AmerIndPercent_5km,Under5Percent_5km,ReprodFemPercent_5km,Over64Percent_5km,EduPercent_5km,housing_units_5km,VacPercent_5km,OwnOccPercent_5km,avg_median_income_5km,avg_median_house_value_5km,facility_count_5km,population_10km,WhtPercent_10km,NWPercent_10km,HispPercent_10km,BlkPercent_10km,AsianPercent_10km,AmerIndPercent_10km,Under5Percent_10km,ReprodFemPercent_10km,Over64Percent_10km,EduPercent_10km,housing_units_10km,VacPercent_10km,OwnOccPercent_10km,avg_median_income_10km,avg_median_house_value_10km,facility_count_10km,GEOID_tract,populationE_tract,WhtPercent_tract,NWPercent_tract,HispPercent_tract,BlkPercent_tract,AsianPercent_tract,AmerIndPercent_tract,Under5Percent_tract,ReprodFemPercent_tract,Over64Percent_tract,EduPercent_tract,housing_unitsE_tract,VacPercent_tract,OwnOccPercent_tract,medincomeE_tract,median_house_valueE_tract,facility_count_tract,GEOID_county,populationE_county,WhtPercent_county,NWPercent_county,HispPercent_county,BlkPercent_county,AsianPercent_county,AmerIndPercent_county,Under5Percent_county,ReprodFemPercent_county,Over64Percent_county,EduPercent_county,housing_unitsE_county,VacPercent_county,OwnOccPercent_county,medincomeE_county,median_house_valueE_county,facility_count_county,geometry,
11,11,115_44109CHMCL1010D,56235,115,Carbon tetrachloride,44109CHMCL1010D,-81.6847,41.4517,CHEMICAL SOLVENTS INC--DENISON FACILITY,1010 OLD DENISON AVE,CLEVELAND,CUYAHOGA,OH,44109,44109,39035,39,15.8,6.4,0.7,407.3,0.19,562211,66660,172140,75310,17925,15265,56760,127180,54810,14610,11565.00046,39.2581,38.8745,38.5086,38.1639,51.3300231,0.0654302,0.0647908,0.064181,0.0636065,0.085679068,39.2581,38.8745,38.5086,38.1639,51.3300231,3972710000,8902110000,3836210000,1022210000,809060032.6,3972710000,8902110000,3836210000,1022210000,809060032.6,14187850,31792850,13700350,3650350,2889100.116,1000.543218,0.593900026,0.406099974,0.272058922,0.258639669,0.01404071,0.025444533,0.035106112,0.293829202,0.122215088,0.256329071,495.0851964,0.135607906,0.864392094,36176.66667,91877.77778,2,72016.35713,0.64767712,0.35232288,0.238187702,0.18552287,0.018118309,0.008107023,0.063915055,0.247055151,0.116184782,0.198339471,37281.58824,0.14110856,0.85889144,38399.45977,90893.81481,2,276383.2606,0.560229299,0.439770701,0.148702208,0.305151199,0.026591818,0.004373001,0.065116727,0.246309567,0.132865937,0.166314625,142721.1384,0.14292853,0.85707147,41795.25597,96328.05396,5,39035104800,1637,0.655467318,0.344532682,0.210751374,0.208918754,0.031765425,0,0.078191814,0.276725718,0.107513745,0.236734694,885,0.209039548,0.790960452,34722,81400,2,39035,1247451,0.62408784,0.37591216,0.059340207,0.295778351,0.030754715,0.002629362,0.057533322,0.225053329,0.177455467,0.101783066,618395,0.125211232,0.874788768,50366,132800,11,c(-9093099.20960131, 5079197.35320352)
12,12,115_44622DVRCHWESTF,56235,115,Carbon tetrachloride,44622DVRCHWESTF,-81.494444,40.539823,DOVER CHEMICAL CORP,3676 DAVIS RD,DOVER,TUSCARAWAS,OH,44622,44622,39157,39,17,9.2,0.6,332,0.25,325998,376462.08,324505.33,150578,208753,120801,376462.29,324505.63,150578,208753,120801,263662,134588.9469,45321.2,27532.50233,80854.6257,482.768,224.3612546,75.5354,45.9348042,134.99469,263662,134588.9469,45321.2,27532.50233,80854.6257,12814895100,15129874200,8352316000,13723213000,6196974000,12814895100,15129874200,8352316000,13723213000,6196974000,34716503,47843021,28043460,48285355,20287890,1107.055419,0.9781786,0.0218214,0.001828394,0.014473665,0.007347735,0,0.079484326,0.172081439,0.301353682,0.063970199,484.1713279,0.067770368,0.932229632,73252.75,156400,1,11822.32772,0.965719658,0.034280342,0.049443197,0.004981633,0.003383428,0.000193426,0.046405318,0.226619606,0.200040707,0.077801509,4931.566403,0.085994707,0.914005293,63879.5,144714.2857,2,31855.51255,0.956793962,0.043206038,0.048610734,0.007087476,0.006922364,0.00053696,0.051833193,0.208092139,0.213143944,0.099955673,14537.70568,0.081090432,0.918909568,58834.52778,143315.7895,2,39157020600,5101,0.985885121,0.014114879,0.00450892,0.00627328,0.0078416,0,0.059792198,0.217212311,0.236816311,0.058356941,2347,0.10140605,0.89859395,68614,151700,2,39157,92335,0.965982563,0.034017437,0.028288298,0.007158716,0.004007148,0.001841122,0.062457356,0.202675042,0.192278118,0.140421279,40217,0.089166273,0.910833727,53243,132100,3,c(-9071920.00856095, 4944700.78803965)
13,13,115_49512TSTYL5050K,56235,115,Carbon tetrachloride,49512TSTYL5050K,-85.54279,42.8727,KENDRICK PLASTICS,5050 KENDRICK ST SE,GRAND RAPIDS,KENT,MI,49512,49512,26081,26,15.8,10.8,0.9,294.3,0.34,336360,NA,NA,NA,NA,9,NA,NA,NA,NA,9,NA,NA,NA,NA,4.18654,NA,NA,NA,NA,0.00697758,NA,NA,NA,NA,4.18654,NA,NA,NA,NA,385000,NA,NA,NA,NA,385000,NA,NA,NA,NA,1175,290.756093,0.660508344,0.339491656,0.090762964,0.268284594,0.042726806,0.003292658,0.114016084,0.213713317,0.074135217,0.061800429,81.76631883,0,1,112254.3333,272733.3333,1,12082.91406,0.702420869,0.297579131,0.055232127,0.215311947,0.045774275,0.004952494,0.073193515,0.233146832,0.121053635,0.063357124,4679.924027,0.012751347,0.987248653,77979.7,217688.8889,4,75794.98168,0.705877206,0.294122794,0.053605093,0.17247986,0.072316961,0.004435105,0.069446864,0.225613896,0.163457326,0.074531542,30641.90035,0.027622698,0.972377302,73902.2623,226612.069,4,26081012203,4950,0.878989899,0.121010101,0.05979798,0.043232323,0.04020202,0.005050505,0.045858586,0.206666667,0.221010101,0.035662928,2097,0.041964711,0.958035289,94306,328000,2,26081,648121,0.795612239,0.204387761,0.105719457,0.095951219,0.030262868,0.003601179,0.067751238,0.238912178,0.132543152,0.092812727,255024,0.052065688,0.947934312,63053,173700,7,c(-9522579.82383593, 5292615.5179283)
14,14,115_5318WGCWST1245C,56235,115,Carbon tetrachloride,5318WGCWST1245C,-88.251049,42.991807,FIRESTONE BUILDING PRODUCTS,1245 CHAPMAN DR,WAUKESHA,WAUKESHA,WI,53186,53186,55133,55,9.8,10,0.7,299.8,0.18,326150,NA,NA,NA,6.64,32.86,NA,NA,NA,6.64,32.86,NA,NA,NA,17.5099,86.9472,NA,NA,NA,0.0291832,0.144912,NA,NA,NA,17.5099,86.9472,NA,NA,NA,139440,690060,NA,NA,NA,139440,690060,NA,NA,NA,232.4,1150.1,1038.622935,0.890282289,0.109717711,0.217488148,0.021394911,0.041977687,0,0.079144422,0.210167243,0.187708648,0.128626867,441.7134343,0.025223882,0.974776118,49728.5,202950,1,45236.11818,0.888979509,0.111020491,0.13558069,0.040700293,0.018708189,0.002270787,0.05030216,0.268987146,0.12844524,0.083611837,18794.14325,0.047137252,0.952862748,75088.38462,222696.2264,1,89076.0541,0.88739925,0.11260075,0.104533769,0.028090288,0.027099619,0.002211575,0.050835078,0.241380909,0.158350551,0.070342405,37355.05965,0.036536982,0.963463018,79214.10345,245975,1,55133202301,4340,0.880184332,0.119815668,0.052534562,0.021658986,0.028110599,0,0.072580645,0.244700461,0.151843318,0.039253539,1809,0,1,76825,226600,1,55133,400475,0.922000125,0.077999875,0.047196454,0.01610088,0.03581497,0.002402147,0.051341532,0.205076472,0.180820276,0.037701275,165664,0.041384972,0.958615028,87277,282300,4,c(-9824061.83665223, 5310724.87193651)
15,15,115_62201TRDWS7MOBI,56235,115,Carbon tetrachloride,62201TRDWS7MOBI,-90.180633,38.598032,VEOLIA ES TECHNICAL SOLUTIONS LLC,7 MOBILE AVE,SAUGET,ST CLAIR,IL,62201,62201,17163,17,21.9,15,0.7,470.6,0.19,562211,7,10,9,7,NA,7,10,9,7,NA,0,2.47238,0,0,NA,0,0.00412064,0,0,NA,0,2.47238,0,0,NA,490000,651000,630000,490000,NA,490000,651000,630000,490000,NA,1750,2285,2250,1750,NA,297.2579111,0.562982005,0.437017995,0.00856898,0.361610968,0.000856898,0.010282776,0.001713796,0.194515853,0.078834619,0.134939759,172.4452492,0.087149188,0.912850812,NA,28300,2,33104.7292,0.433667387,0.566332613,0.021283258,0.518487101,0.018628849,0.004970608,0.064250139,0.28565117,0.108476893,0.09107363,19609.00638,0.16169248,0.83830752,49465.05556,153312.1212,3,185024.1015,0.384824889,0.615175111,0.047530498,0.537573015,0.030442965,0.003188738,0.067999548,0.270528455,0.113039804,0.130907006,102796.7976,0.191704523,0.808295477,45482.06704,132905.4878,9,17163502300,5554,0.472452287,0.527547713,0.003601008,0.467410875,0.01746489,0.00864242,0.109110551,0.206157724,0.122434282,0.112404201,2997,0.205872539,0.794127461,32500,58700,2,17163,262338,0.640761155,0.359238845,0.040970046,0.299354268,0.014980674,0.002249007,0.063414374,0.226520748,0.152326388,0.089483778,120236,0.13416115,0.86583885,55179,128000,3,c(-10038862.1449751, 4664255.57640048)
16,16,115_63401CNTNNHIGHW,56235,115,Carbon tetrachloride,63401CNTNNHIGHW,-91.31424,39.67913,CONTINENTAL CEMENT CO LLC,10107 HWY 79,HANNIBAL,RALLS,MO,63401,63401,29173,29,117.4,6.3,3.7,433.2,0.08,327310,NA,NA,208.32,NA,NA,NA,NA,208.32,NA,NA,NA,NA,0.732192,NA,NA,NA,NA,0.001220318,NA,NA,NA,NA,0.732192,NA,NA,NA,NA,12508720,NA,NA,NA,NA,12508720,NA,NA,NA,NA,42981.2,NA,NA,42.27916331,0.99469058,0.00530942,0,0.001956102,0,0,0.048587896,0.206666149,0.141902091,0.096550806,18.27238101,0.125218286,0.874781714,50825,98050,1,1382.738579,0.981305766,0.018694234,0.000745745,0.010198363,4.66E-05,0,0.07228003,0.241038054,0.135434142,0.122780347,635.013542,0.14086637,0.85913363,57072.6,77560,1,12632.10225,0.921985217,0.078014783,0.015841528,0.047925942,0.002656764,0.002226404,0.062128223,0.225808789,0.152841276,0.14766115,6039.730681,0.159586176,0.840413824,50464.9,99290,2,29173470100,3181,0.954731217,0.045268783,0.003772399,0.019805093,0.002200566,0,0.049041182,0.1823326,0.218484753,0.084653689,1443,0.139293139,0.860706861,50861,121200,1,29173,10234,0.96345515,0.03654485,0.012507329,0.013191323,0.005960524,0.00556967,0.051201876,0.186046512,0.209204612,0.102870485,5198,0.223547518,0.776452482,55377,136200,2,c(-10165054.6989748, 4819423.29729794)
17,17,115_63701LNSTR2524S,56235,115,Carbon tetrachloride,63701LNSTR2524S,-89.5385,37.2676,BUZZI UNICEM USA-CAPE GIRARDEAU,2524 S SPRIGG ST,CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63703,63703,29031,29,64,22.4,3.4,405.4,0.08,327310,NA,NA,643,689,67,NA,NA,643,689,67,NA,NA,36.786484,35.4419549,0.036246,NA,NA,0.06131074,0.059069858,6.04E-05,NA,NA,36.786484,35.4419549,0.036246,NA,NA,41776000,45143000,4641000,NA,NA,41776000,45143000,4641000,NA,NA,146560,158705,16535,83.33546732,0.801424755,0.198575245,0.047195013,0.155832591,0,0,0.018699911,0.066785396,0.483526269,0.124610592,55.2106747,0.096774194,0.903225806,13935,31200,1,7441.218349,0.716097044,0.283902956,0.030624744,0.215580925,0.027359329,0,0.051621498,0.204741134,0.215918566,0.144754446,4000.373053,0.154624443,0.845375557,41183.58824,123092.8571,1,37446.11921,0.80449577,0.19550423,0.026535502,0.126173775,0.03125275,8.17E-05,0.04850624,0.255991829,0.17083099,0.098266224,17252.84289,0.148117201,0.851882799,49567.92308,139305.4054,1,29031881400,2312,0.599048443,0.400951557,0.022923875,0.349048443,0,0,0.054930796,0.181228374,0.262543253,0.142857143,1423,0.156711174,0.843288826,17060,NA,1,29031,78491,0.87751462,0.12248538,0.023276554,0.073740938,0.017581634,0.001324993,0.05759896,0.23965805,0.161967614,0.08974664,33950,0.128306333,0.871693667,53732,160500,2,c(-9967380.22639352, 4476472.70505872)
18,18,115_67215VLCNC6200S,56235,115,Carbon tetrachloride,67215VLCNC6200S,-97.425278,37.581667,OCCIDENTAL CHEMICAL CORP,6200 S RIDGE RD,WICHITA,SEDGWICK,KS,67215,67215,20173,20,10.4,8.8,1.5,408.2,0.25,325180,34633,36922,37402,21910,29124,34633,36922,25685,19615,23454,5956.57,6363.86,7366.42,4119.33,5572.93,9.92762,10.60644,12.27736,6.86554,9.28821,5956.57,6363.86,7366.42,4119.33,5572.93,1812251000,1952048000,1116066000,934500000,1028839000,1812251000,1952048000,1116066000,934500000,1028839000,5972685,6455280,3429310,2979500,3174065,96.89623386,0.817677756,0.182322244,0.106327462,0.000652316,0.059686888,0.020221787,0.102739726,0.219178082,0.155577299,0.082179132,35.93314348,0,1,103458,166300,1,2808.273235,0.797025366,0.202974634,0.087773991,0.012372069,0.064873275,0.015918621,0.084106662,0.211332591,0.162683047,0.091472373,1020.576994,0.001548104,0.998451896,80166.16667,158140,2,33760.674,0.827628331,0.172371669,0.101917669,0.038421318,0.028500906,0.008403429,0.057455965,0.244516703,0.134740271,0.116798618,13376.62739,0.078337409,0.921662591,61154.14706,123830,2,20173009605,5772,0.8995149,0.1004851,0.128898129,0.0003465,0.031704782,0.010741511,0.06029106,0.19005544,0.139293139,0.058089034,1992,0.027108434,0.972891566,101570,180300,2,20173,513375,0.779065985,0.220934015,0.145684928,0.088436328,0.043915267,0.009850499,0.070554663,0.227642561,0.140353543,0.103736486,219116,0.099887731,0.900112269,56524,140700,8,c(-10845332.3373531, 4520496.78517661)
19,19,115_69145CLNHR5MISO,56235,115,Carbon tetrachloride,69145CLNHR5MISO,-103.659,41.154424,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2247 S HWY 71,KIMBALL,KIMBALL,NE,69145,69145,31105,31,42.7,0.2,1,416.5,0.19,562211,2154.15,2854.5,1349.64,1646.51,1312.6,1904,2354.42,323.23,462.78,550.6,0.0315898,0.19522128,0.100637818,0.3424556,0.770332,5.26E-05,0.000325369,0.00016773,0.000570759,0.001283887,0.0315898,0.19522128,0.100637818,0.3424556,0.770332,133015400,163275210,21840140,29685390,32044600,133015400,163275210,21840140,29685390,32044600,474839,581873.35,77358.9,103807.65,109141,0.791357978,0.943755958,0.056244042,0.036224976,0,0.001906578,0.002859867,0.038131554,0.142993327,0.226882745,0.098089172,0.420951145,0.211469534,0.788530466,58837,83400,1,19.78394944,0.943755958,0.056244042,0.036224976,0,0.001906578,0.002859867,0.038131554,0.142993327,0.226882745,0.098089172,10.52377864,0.211469534,0.788530466,58837,83400,1,125.443864,0.935371711,0.064628289,0.070375703,0.001091679,0.00250557,0.016377457,0.028746816,0.15937943,0.237576069,0.091370972,64.8718083,0.167203311,0.832796689,52851.66667,82066.66667,1,31105954500,3576,0.936800895,0.063199105,0.092841163,0.00139821,0.003355705,0.020973154,0.029362416,0.179809843,0.255592841,0.101701323,1943,0.170355121,0.829644879,48056,80500,1,31105,3633,0.942196532,0.057803468,0.09551335,0.000825764,0.003303055,0.011560694,0.0388109,0.175061932,0.245802367,0.112776321,1924,0.18035343,0.81964657,53403,82600,1,c(-11539267.0961399, 5035145.92080054)
20,20,115_70669GRGGL1600V,56235,115,Carbon tetrachloride,70669GRGGL1600V,-93.284444,30.252222,WESTLAKE LAKE CHARLES NORTH,1600 VCM PLANT RD,WESTLAKE,CALCASIEU PARISH,LA,70669,70669,22019,22,44.2,11.6,1.4,460.9,0.25,325110,210,215,232,204,352,210,215,232,204,350,176.575,176.926781,185.682178,169.85443,236.02521,0.294291,0.294878636,0.30947063,0.28309005,0.393376,176.575,176.926781,185.682178,169.85443,236.02521,4410000,4515000,5068000,4382000,7350000,4410000,4515000,5068000,4382000,7350000,7350,7525,8980,7570,12250,74.26457807,0.854264364,0.145735636,0,0.060459771,0.085275865,0,0.02840088,0.23777515,0.291522819,0.348320734,35.20314992,0.054709261,0.945290739,36799,82500,1,10138.16234,0.808110546,0.191889454,0.017288928,0.14864583,0.007205054,0.007424601,0.070169997,0.187198582,0.257435297,0.194716988,5377.208985,0.15052905,0.84947095,59378.46154,150700,5,49226.42938,0.78427412,0.21572588,0.038220687,0.176486212,0.006908162,0.004155346,0.060268277,0.224674981,0.190667239,0.125511803,25028.00343,0.1476337,0.8523663,58971.53571,196701.7241,8,22019002702,3318,0.842073538,0.157926462,0.053345389,0.088004822,0.015973478,0.005726341,0.050632911,0.199819168,0.170886076,0.240846216,1426,0.055399719,0.944600281,52290,118300,4,22019,201619,0.699626523,0.300373477,0.036102748,0.248726559,0.014160372,0.003154465,0.071144089,0.229333545,0.145730313,0.131672038,90168,0.137387987,0.862612013,51148,156800,11,c(-10384376.8050136, 3536012.00448432)
21,21,115_70669PPGNDCOLUM,56235,115,Carbon tetrachloride,70669PPGNDCOLUM,-93.2869,30.2235,EAGLE US 2 LLC,1300 PPG DR,WESTLAKE,CALCASIEU PARISH,LA,70669,70669,22019,22,27.4,19.2,5.1,393.7,0.25,325180,3369.6,4272,2644.6,2647.45,3089.09,2812.6,2972,2482,2437.31,2671.09,2098.00276,2111.31069,1806.59054,1897.36778,2008.85375,3.50057255,3.5188411,3.01099091,3.17416621,3.39186977,2098.00276,2111.31069,1806.59054,1897.36778,2008.85375,59192000,62510000,52220000,51345700,56636300,59192000,62510000,52220000,51345700,56636300,99000,104450,87300,86017.5,95872.5,43.77254074,0.869022869,0.130977131,0,0.109147609,0.007276507,0,0.150727651,0.214137214,0.071725572,0.106164384,23.47882642,0.240310078,0.759689922,52417,121100,1,8685.479571,0.834958444,0.165041556,0.032852156,0.127814173,0.008306866,0.001479478,0.072596312,0.181242046,0.210587962,0.092361799,4451.059584,0.113112666,0.886887334,63310.375,166073.3333,6,71624.77182,0.759307211,0.240692789,0.039323898,0.185387776,0.024719898,0.003165286,0.061345079,0.232851759,0.181165116,0.108005034,36496.51056,0.144608391,0.855391609,57669.50667,166802.5,10,22019003200,1839,0.920065253,0.079934747,0.009787928,0.057096248,0.005437738,0,0.110929853,0.212615552,0.1348559,0.091207888,924,0.220779221,0.779220779,57065,140200,6,22019,201619,0.699626523,0.300373477,0.036102748,0.248726559,0.014160372,0.003154465,0.071144089,0.229333545,0.145730313,0.131672038,90168,0.137387987,0.862612013,51148,156800,11,c(-10384650.205683, 3532311.15690028)
22,22,115_70734BRDNCLOUIS,56235,115,Carbon tetrachloride,70734BRDNCLOUIS,-91.011128,30.208604,WESTLAKE VINYLS CO,36045 HWY 30,GEISMAR,ASCENSION PARISH,LA,70734,70734,22005,22,36.6,27.1,1,344.3,0.34,325211,1894,2045,2522,2765,2412,1524,1845,2410,2085,2090,615.7459,761.69687,963.13688,757.61804,748.77614,1.438055,1.78888879,2.23405247,1.61512624,1.56792307,615.7459,761.69687,963.13688,757.61804,748.77614,33180000,40705000,55755000,45255000,45605000,33180000,40705000,55755000,45255000,45605000,58500,73175,106925,79425,80675,86.87329765,0.688271605,0.311728395,0,0.304398148,0,0,0,0.115354938,0.198688272,0.011869436,31.47146084,0.200212993,0.799787007,127946,262400,2,4054.639169,0.696092283,0.303907717,0.083332602,0.2260009,0,0,0.053528416,0.227829286,0.088250641,0.069095687,1510.205322,0.09007976,0.90992024,85111.5,209925,6,31252.73901,0.619322633,0.380677367,0.061920632,0.317277399,0.012911565,6.98E-05,0.049093915,0.237424814,0.10283546,0.085782643,11687.68695,0.071093738,0.928906262,91436.15,229494.7368,8,22005030302,6062,0.625701089,0.374298911,0.000164962,0.349719565,0.000164962,0,0.013032003,0.169580996,0.116298251,0.092942346,2059,0.091306459,0.908693541,93639,254400,6,22005,123114,0.721550758,0.278449242,0.056045616,0.217513849,0.010884221,0.000779765,0.070974869,0.242003346,0.113796969,0.113634939,47391,0.09197949,0.90802051,80527,207400,8,c(-10131312.4254814, 3530392.22367211)
23,23,115_70734BSFCRRIVER,56235,115,Carbon tetrachloride,70734BSFCRRIVER,-91.0035,30.1979,BASF CORP,8404 HWY 75,GEISMAR,ASCENSION PARISH,LA,70734,70734,22005,22,32,7.4,0.7,357.3,0.25,325194,33800,30000,26000,23800,19420,33800,30000,26000,23800,19420,1766.463,1855.789,1841.57,1739.102,1404.679,2.944102,3.092982,3.069287,2.89851,2.341128,1766.463,1855.789,1841.57,1739.102,1404.679,709800000,6.30E+08,5.46E+08,499800000,407820000,709800000,6.30E+08,5.46E+08,499800000,407820000,1183000,1050000,910000,833000,679700,86.87329765,0.688271605,0.311728395,0,0.304398148,0,0,0,0.115354938,0.198688272,0.011869436,31.47146084,0.200212993,0.799787007,127946,262400,2,3065.929705,0.699162981,0.300837019,0.052663539,0.2500984,0,0,0.031344889,0.2084501,0.123696711,0.06328381,1161.181787,0.119446711,0.880553289,85111.5,209925,6,28146.96652,0.601182661,0.398817339,0.066120009,0.330609954,0.014942915,2.07E-05,0.044469179,0.235935703,0.10685267,0.082413076,10653.34509,0.075332693,0.924667307,89687.6,227900,8,22005030302,6062,0.625701089,0.374298911,0.000164962,0.349719565,0.000164962,0,0.013032003,0.169580996,0.116298251,0.092942346,2059,0.091306459,0.908693541,93639,254400,6,22005,123114,0.721550758,0.278449242,0.056045616,0.217513849,0.010884221,0.000779765,0.070974869,0.242003346,0.113796969,0.113634939,47391,0.09197949,0.90802051,80527,207400,8,c(-10130463.2804057, 3529013.49182084)
24,24,115_70734RBCNN9156H,56235,115,Carbon tetrachloride,70734RBCNN9156H,-91.0085,30.1989,RUBICON LLC,9156 HIGHWAY 75,GEISMAR,ASCENSION PARISH,LA,70734,70734,22005,22,29.9,3.2,0.3,313.7,0.25,325194,30050,40952,35630,32150,26250,24950,30950,28950,26950,20950,13615.622,17170.648,16315.097,15427.868,12174.752,22.69267,28.617713,27.191862,25.713213,20.291154,13615.622,17170.648,16315.097,15427.868,12174.752,523950000,649950000,607950000,565950000,439950000,523950000,649950000,607950000,565950000,439950000,873250,1083250,1013250,943250,733250,86.87329765,0.688271605,0.311728395,0,0.304398148,0,0,0,0.115354938,0.198688272,0.011869436,31.47146084,0.200212993,0.799787007,127946,262400,3,2946.923097,0.697838264,0.302161736,0.058728261,0.247696478,0,0,0.034767336,0.207439493,0.119166091,0.062241188,1118.620858,0.118177288,0.881822712,85111.5,209925,6,26714.22731,0.605623829,0.394376171,0.064195842,0.330145485,0.014270891,3.37E-05,0.045006216,0.235487036,0.106306852,0.077682388,10105.0499,0.075299948,0.924700052,88480.57895,226265,8,22005030302,6062,0.625701089,0.374298911,0.000164962,0.349719565,0.000164962,0,0.013032003,0.169580996,0.116298251,0.092942346,2059,0.091306459,0.908693541,93639,254400,6,22005,123114,0.721550758,0.278449242,0.056045616,0.217513849,0.010884221,0.000779765,0.070974869,0.242003346,0.113796969,0.113634939,47391,0.09197949,0.90802051,80527,207400,8,c(-10131019.8778596, 3529142.29076459)
25,25,115_70734VLCNMASHLA,56235,115,Carbon tetrachloride,70734VLCNMASHLA,-90.981179,30.186465,OCCIDENTAL CHEMICAL HOLDING CORP - GEISMAR PLANT,8318 ASHLAND RD,GEISMAR,ASCENSION PARISH,LA,70734,70734,22005,22,15.4,6.1,0.8,319.8,0.25,325199,83825.35,94404.5,103411.16,1170070,411269,14366.32,16204.49,24165.21,33689,44753,6736.499,7727.910025,11695.37072,16648.26852,22661.03104,11.227481,12.8825661,19.49614615,27.75023041,37.79582351,6736.499,7727.910025,11695.37072,16648.26852,22661.03104,301750680,340379270,507591840,708596000,940793000,301750680,340379270,507591840,708596000,940793000,503073.8,567529.6,846322.6,1184060,1570655,135.0814487,0.637551987,0.362448013,0.010457073,0.307698879,0,0,0.013406504,0.161307385,0.242674431,0.082869609,44.01075645,0.151359955,0.848640045,94551.5,262400,1,3119.563494,0.681082895,0.318917105,0.016570663,0.282860426,6.72E-05,0,0.011293969,0.186722335,0.185209629,0.0702232,1126.463605,0.142218998,0.857781002,76645,192450,6,31067.20818,0.549818022,0.450181978,0.070469917,0.3744895,0.014377722,4.56E-05,0.045373231,0.225733289,0.109188131,0.102525688,11715.90427,0.081802763,0.918197237,82215.17391,205391.6667,8,22005030600,5953,0.639341508,0.360658492,0.053082479,0.261044851,0.001847808,0,0.032084663,0.218545271,0.182764992,0.109144543,2038,0.107458292,0.892541708,69258,133100,1,22005,123114,0.721550758,0.278449242,0.056045616,0.217513849,0.010884221,0.000779765,0.070974869,0.242003346,0.113796969,0.113634939,47391,0.09197949,0.90802051,80527,207400,8,c(-10127978.5180517, 3527540.76889414)
26,26,115_70764LLMNXHWY40,56235,115,Carbon tetrachloride,70764LLMNXHWY40,-91.1737,30.2594,SHINTECH PLAQUEMINE PLANT,26270 HWY 405,PLAQUEMINE,IBERVILLE PARISH,LA,70764,70764,22047,22,24.4,10.6,1.8,422,0.34,325211,1725,1819,1717,2,124,1725,1819,1717,2,124,666.5248416,613.6909877,576.791,0.519478,78.80813,1.157511749,1.067850085,0.961317,0.000865796,0.13134739,666.5248416,613.6909877,576.791,0.519478,78.80813,37646000,39571000,36057000,42000,2604000,37646000,39571000,36057000,42000,2604000,66610,69685,60095,70,4340,163.6488585,0.214401953,0.785598047,0.019528072,0.778681855,0,0,0.055736371,0.227420667,0.13913751,0.114826498,70.70589413,0.190207156,0.809792844,34545,125000,1,3092.693557,0.2484681,0.7515319,0.015996739,0.743991983,0,0,0.068453796,0.214761794,0.164063817,0.133021959,1367.119663,0.16419876,0.83580124,37425.75,112125,2,16202.71897,0.389309992,0.610690008,0.031334263,0.585945009,0.000739962,0.00021132,0.072498633,0.238886815,0.148397697,0.173796009,6722.045362,0.17099912,0.82900088,65896.86667,181700,4,22047953102,2458,0.214401953,0.785598047,0.019528072,0.778681855,0,0,0.055736371,0.227420667,0.13913751,0.114826498,1062,0.190207156,0.809792844,34545,125000,2,22047,32822,0.496069709,0.503930291,0.026049601,0.48238986,0.000426543,0.000792152,0.055846688,0.224087502,0.151514228,0.2035598,13396,0.186100328,0.813899672,50161,143700,9,c(-10149409.8577387, 3536937.06321297)
