FacilityID,FacilityName,Street,City,County,State,ZIPCode,Longitude,Latitude,Chemical,PoundsReleased_2018,PoundsReleased_2019,PoundsReleased_2020,PoundsReleased_2021,PoundsReleased_2022,PoundsReleased_5yr_min,PoundsReleased_5yr_sum,PoundsReleased_5yr_max,Pounds_5yr_perc,Cancer_PoundsReleased_5yr_min,Cancer_PoundsReleased_5yr_sum,Cancer_PoundsReleased_5yr_max,Cancer_Pounds_5yr_perc,Cancer_weighted_5yr_sum,Dev_PoundsReleased_5yr_min,Dev_PoundsReleased_5yr_sum,Dev_PoundsReleased_5yr_max,Dev_Pounds_5yr_perc,Dev_weighted_5yr_sum,Asthma_PoundsReleased_5yr_min,Asthma_PoundsReleased_5yr_sum,Asthma_PoundsReleased_5yr_max,Asthma_Pounds_5yr_perc,Asthma_weighted_5yr_sum,population_10km,WhtPercent_10km,NWPercent_10km,HispPercent_10km,BlkPercent_10km,AsianPercent_10km,AmerIndPercent_10km,Under5Percent_10km,ReprodFemPercent_10km,Over64Percent_10km,EduPercent_10km,housing_units_10km,VacPercent_10km,OwnOccPercent_10km,avg_median_income_10km,avg_median_house_value_10km,population_county,WhtPercent_county,NWPercent_county,HispPercent_county,BlkPercent_county,AsianPercent_county,AmerIndPercent_county,Under5Percent_county,ReprodFemPercent_county,Over64Percent_county,EduPercent_county,housing_units_county,VacPercent_county,OwnOccPercent_county,avg_median_income_county,avg_median_house_value_county,WhtPercent_change,NWPercent_change,HispPercent_change,BlkPercent_change,AsianPercent_change,AmerIndPercent_change,Under5Percent_change,ReprodFemPercent_change,Over64Percent_change,EduPercent_change,NAICS,10km_Pounds_sum,10km_Pounds_min,10km_Pounds_max,10km_Cancer_Pounds_sum,10km_Cancer_Pounds_min,10km_Cancer_Pounds_max,10km_Dev_Pounds_sum,10km_Dev_Pounds_min,10km_Dev_Pounds_max,10km_Asthma_Pounds_sum,10km_Asthma_Pounds_min,10km_Asthma_Pounds_max,10km_facnum,Health_Risk_Count
77487NLCCH7701U,CHAMPIONX-SUGAR LAND,7701 US HWY 90A,SUGAR LAND,FORT BEND,TX,77478,-95.6375,29.6192,Formaldehyde,40669.8249,3226.7726,2198.8723,9470.5352,28086,2198.8723,83652.005,40669.8249,75.82653499,2198.872,83652,40669.82,81.06483469,83652,0,0,0,0,0,2198.872,83652,40669.82,92.22842422,83842.725,311638.9494,0.386690208,0.613309792,0.232196025,0.185689642,0.323315082,0.003185387,0.058843855,0.241958719,0.125118562,0.127792127,102278.9267,0.045836107,0.954163893,95629.03784,264602.8249,790892,0.483952297,0.516047703,0.245733931,0.200998366,0.208740258,0.00343789,0.068066183,0.244999317,0.111036652,0.092473135,260936,0.0484295,0.9515705,100189,277600,-20.09745373,18.84749963,-5.509172248,-7.616342468,54.88870491,-7.344705723,-13.54906117,-1.241064078,12.68221746,38.1937867,All Other Miscellaneous Chemical Product and Preparation Manufacturing,83652.005,2198.8723,40669.8249,83652,2198.872,40669.82,0,0,0,83652,2198.872,40669.82,0,2
77501CCDNT4403L,OXY VINYLS LP PASADENA PVC PLANT,4403 PASADENA FWY,PASADENA,HARRIS,TX,77503,-95.14674,29.712018,"Acetaldehyde, Vinyl chloride",13246.35,19009.6143,18302.91,15695.35,15990.62,8014,125882.8443,19009.6143,61.82911121,8014,125882.84,19009.61,69.25719193,82244.84,0,82244.84,19009.61,81.19364534,49346.904,0,43638,10050,76.77114641,41522.21645,219970.8948,0.79325155,0.20674845,0.682504369,0.028615724,0.009417317,0.006232603,0.083238612,0.238991311,0.10056888,0.276664093,75419.67371,0.082891978,0.917108022,61462.9375,126418.6138,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,39.08921437,-51.88332282,58.41002125,-84.92409466,-86.77115474,48.69451981,11.07330774,-4.44420418,-4.205700743,52.332919,Plastics Material and Resin Manufacturing,42857068.89,721891.932,10684025.52,32508834.07,679377.8617,8388142.677,21325103.05,89972.438,5244132.2,10558783.69,559651.6971,2817207.051,27,3
77501THYLC1000N,ETHYL CORP,1000 N. SOUTH STREET,PASADENA,HARRIS,TX,77503,-95.17,29.734056,"1,2-Dibromoethane (Ethylene dibromide), 1,2-Dichloroethane",108.04,96.9,172.13,129.02,542.42,86.61,1788.12,542.42,15.15671962,86.61,1788.12,542.42,30.05581795,838.808,86.61,1788.12,542.42,60.49806784,629.106,0,1048.51,542.42,58.99527694,997.67311,264315.7519,0.726691546,0.273308454,0.743524092,0.076402275,0.009558269,0.006537358,0.084238346,0.240820493,0.090505025,0.3165933,88588.26451,0.091859364,0.908140636,57066.87166,119077.2395,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,27.41854239,-36.39277762,72.57276663,-59.74823323,-86.57315315,55.96522732,12.40734878,-3.712842918,-13.79176732,74.31818138,All Other Basic Organic Chemical Manufacturing,42831856.29,726386.332,10687109.92,32472544.07,672794.8617,8380149.677,21336180.45,101049.838,5255209.6,10522493.69,553068.6971,2809214.051,30,3
77503LBMRL2500N,ALBEMARLE CORP PASADENA PLANT,2500 N SOUTH ST,PASADENA,HARRIS,TX,77503,-95.165513,29.742498,Aniline,1984,#NUM!,#NUM!,#NUM!,#NUM!,1984,1984,1984,25.9338772,1984,1984,1984,38.55732074,1587.2,0,0,0,0,0,0,0,0,0,0,250849.7469,0.714169279,0.285830721,0.74353815,0.086897265,0.010751205,0.006530837,0.083206986,0.241063051,0.086162043,0.317304862,83457.14045,0.092292721,0.907707279,57229.92262,116319.7303,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,25.22288047,-33.47846384,72.5760295,-54.21905372,-84.89739406,55.80964407,11.03110503,-3.61586096,-17.92856337,74.70997194,All Other Basic Organic Chemical Manufacturing,42831856.29,726386.332,10687109.92,32472544.07,672794.8617,8380149.677,21336180.45,101049.838,5255209.6,10522493.69,553068.6971,2809214.051,29,1
77506CLNSC1423H,SEKISUI SPECIALTY CHEMICALS AMERICA LLC. - PASADENA PLANT,1423 PASADENA FWY,PASADENA,HARRIS,TX,77506,-95.190802,29.715564,Acetaldehyde,14674,10760,1446.7911,4564,1342,1342,32786.7911,14674,55.8608845,1342,32786.791,14674,64.23357664,19672.0746,0,0,0,0,0,1342,32786.791,14674,82.22413053,31197.12711,290615.3869,0.738851247,0.261148753,0.779828367,0.045610945,0.010058335,0.008347983,0.083616229,0.242727793,0.092541377,0.337319862,99743.69916,0.102805712,0.897194288,54344.54412,116050.2707,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,29.5506318,-39.22271127,80.99902919,-75.97033411,-85.87069358,99.16227047,11.57719725,-2.950247789,-11.85209274,85.73035145,Plastics Material and Resin Manufacturing,43249527.7,737427.582,11031630.59,32812524.75,673308.8617,8717548.837,21686312.65,101049.838,5599216.27,10588871.49,553582.6971,2825741.051,28,2
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,111 RED BLUFF RD,PASADENA,HARRIS,TX,77506,-95.208888,29.723889,"1,3-Butadiene",1812.8,1198.4,1677.8,1442.84,1098.24,1098.24,7230.08,1812.8,25.20395019,1098.24,7230.08,1812.8,37.9132675,7230.08,1098.24,7230.08,1812.8,66.25161013,4338.048,0,0,0,0,0,305197.5206,0.689697902,0.310302098,0.812277747,0.062532946,0.012026673,0.007031379,0.085648858,0.238839944,0.091616819,0.365068755,104938.9663,0.104960999,0.895039001,49967.1086,112016.1566,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,20.93205421,-27.78322725,88.53056626,-67.05514899,-83.10569812,67.75134422,14.28953124,-4.504725027,-12.73275681,101.0090597,Petroleum Refineries,43243793.7,736386.582,11030274.59,32806790.75,672267.8617,8716192.837,21680578.65,100008.838,5597860.27,10588871.49,553582.6971,2825741.051,23,2
77506RPRDC1423H,AIR PRODUCTS LLC,1423 HWY 225,PASADENA,HARRIS,TX,77506,-95.194361,29.716191,Acetaldehyde,58.45,#NUM!,#NUM!,#NUM!,#NUM!,58.45,58.45,58.45,5.925289824,58.45,58.45,58.45,22.24130528,35.07,0,0,0,0,0,58.45,58.45,58.45,55.00214684,55.61605829,294655.7342,0.732151236,0.267848764,0.785765207,0.047871504,0.010611762,0.008085121,0.083611774,0.242413274,0.092387049,0.340095638,101231.6219,0.102979238,0.897020762,53359.10952,115403.7581,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,28.37584776,-37.66341415,82.37697638,-74.77938145,-85.09327384,92.89102946,11.57125346,-3.076002169,-11.99909421,87.25871043,Industrial Gas Manufacturing,43249527.7,737427.582,11031630.59,32812524.75,673308.8617,8717548.837,21686312.65,101049.838,5599216.27,10588871.49,553582.6971,2825741.051,25,2
77507CRPNT11002,E R CARPENTER LP,11002 CHOATE RD,PASADENA,HARRIS,TX,77507,-95.0455,29.62001,"1,4-Dioxane, Formaldehyde",185.47,127.06,117.83,209.4336,1369.78,84.26991,2426.43591,1369.78,22.71361099,84.26991,2426.43591,1369.78,35.98110777,1205.74416,0,2009.5736,1369.78,64.74881924,1205.74416,0,416.86231,118.224,55.6032632,417.8127483,94610.04988,0.790408976,0.209591024,0.23997414,0.057924074,0.04573523,0.005051747,0.059401935,0.223458924,0.145067249,0.073341073,38029.43324,0.069435361,0.930564639,99164.76812,232759.1549,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,38.59079582,-51.22176921,-44.30173587,-69.48328655,-35.75406894,20.52219959,-20.73426945,-10.6545119,38.18007501,-59.61796241,All Other Basic Organic Chemical Manufacturing,39477521.49,669092.7,9938600.664,29260355.25,634650.3497,7718061.82,17764384.38,39339.838,4397536.38,10494114.96,551758.0851,2908404.134,24,3
77507CTLYS10001,GRACE -PASADENA CATALYST SITE,10001 CHEMICAL RD,PASADENA,HARRIS,TX,77507,-95.052006,29.616247,"Dibutyl phthalate, Phthalic anhydride",4631.5,4924,4879,4916,6912,1013.4,27275.9,6912,40.91884929,0,0,0,0,0,0,26262.5,6912,72.43452125,21010,0,1013.4,1013.4,61.14212108,471.3488372,109203.2906,0.787272477,0.212727523,0.233446059,0.059512625,0.050984525,0.004678733,0.058726101,0.222787719,0.144614715,0.072578267,44843.53389,0.071057972,0.928942028,95649.46067,231797.7273,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,38.04084008,-50.49181002,-45.81691074,-68.64637464,-28.38019427,11.62300592,-21.63609972,-10.92287933,37.74902589,-60.03796832,Other Basic Inorganic Chemical Manufacturing,39461706.88,666172.7,9935165.664,29244540.64,631730.3497,7714626.82,17764384.38,39339.838,4397536.38,10478300.35,548838.0851,2904969.134,23,2
77507DWCHM952BB,ARKEMA INC CLEAR LAKE,9502 B BAYPORT BLVD,PASADENA,HARRIS,TX,77507,-95.06389,29.62139,"Formaldehyde, Acetaldehyde",45.34,83.58966,62.14,53.1,54.04,0.6,316.93966,83.58966,6.526406183,0.6,316.93966,83.58966,22.79948476,298.20966,0,0,0,0,0,0.6,316.93966,83.58966,55.25976814,298.8895725,132758.9329,0.783750839,0.216249161,0.261614381,0.058305217,0.050544159,0.005202383,0.062087603,0.228113101,0.142739425,0.079467461,53289.72648,0.069921567,0.930078433,93821.34409,225935.8696,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,37.42335392,-49.67221735,-39.27901199,-69.28248527,-28.99879118,24.1160057,-17.15052382,-8.793634337,35.96276673,-56.24473657,Petrochemical Manufacturing,39613210.78,693228.6,10016549.66,29327078.54,648258.2497,7737572.82,17846922.28,55867.738,4420482.38,10547266.35,559366.0851,2963407.134,24,2
77507DXCHM10701,DIXIE CHEMICAL CO INC,10601 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,-95.050481,29.612017,"Formaldehyde, 1,3-Butadiene",4328.9,4620,16210.51,16250,5518,16.76,47020.83,16250,58.13653929,16.76,47020.83,16250,66.12279948,46927.41,0,46927.41,16250,79.5620438,28156.446,0,93.42,26,54.22928295,93.63299586,109824.5545,0.786697487,0.213302513,0.228812713,0.060665136,0.052026413,0.00473968,0.058560502,0.222915285,0.144384317,0.071162438,45773.81988,0.072397836,0.927602164,96231.10345,233939.0805,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,37.940021,-50.35799233,-46.89231555,-68.03918578,-26.91661663,13.07705753,-21.8570754,-10.87187493,37.52956562,-60.81753195,All Other Basic Organic Chemical Manufacturing,39294394.54,663503.823,9771537.204,29077228.31,629061.4727,7550998.36,17763127.18,39339.838,4397281.38,10478300.35,548838.0851,2904969.134,21,3
77507HCHST9502B,CELANESE LTD CLEAR LAKE PLANT,9502 BAYPORT BLVD,PASADENA,HARRIS,TX,77507,-95.061592,29.625819,"Formaldehyde, Acetaldehyde",1309874.93,1270916.98,814208.84,745096.87,1344567.8,14.04,5507693.382,1344567.8,97.72434521,14.04,5507693.662,1344568,98.19665092,3290799.42,0,0,0,0,0,14.04,5507693.662,1344568,99.78531559,5218742.297,125838.6588,0.787732299,0.212267701,0.267614357,0.054934246,0.048445831,0.005402302,0.061972236,0.227876408,0.143681135,0.08242451,49563.42583,0.06679526,0.93320474,96359.88372,225032.9412,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,38.12146558,-50.59882468,-37.88641087,-71.05844723,-31.94638887,28.88557829,-17.30446864,-8.888271165,36.85976805,-54.61656738,All Other Basic Organic Chemical Manufacturing,39613210.78,693228.6,10016549.66,29327078.54,648258.2497,7737572.82,17846922.28,55867.738,4420482.38,10547266.35,559366.0851,2963407.134,25,2
77507KNKTX6161U,KANEKA NORTH AMERICA LLC,6161 UNDERWOOD RD,PASADENA,HARRIS,TX,77507,-95.085129,29.621648,"Acrylonitrile, 1,3-Butadiene",41348,5156,4988,4946,3970,3970,65708,41348,76.12709317,3970,65708,41348,81.23658222,24808.8,3970,65708,41348,88.23529412,24808.8,0,0,0,0,0,164767.5782,0.772840411,0.227159589,0.288342865,0.061368681,0.058425298,0.004442026,0.062440495,0.230479329,0.139811572,0.086869926,66047.00639,0.071144919,0.928855081,87669.91525,215692.7273,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,35.51031286,-47.13302775,-33.07530122,-67.66853044,-17.92787075,5.97576615,-16.67962642,-7.847546049,33.17391545,-52.16889445,Plastics Material and Resin Manufacturing,39188204.88,711330.6,9855064.264,28939148.64,679097.2497,7576087.42,17902474.38,86706.738,4416037.98,10313039.35,559366.0851,2741917.134,23,2
77507LBRZL12801,LUBRIZOL CORP BAYPORT FACILITY,12801 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,-95.052814,29.638475,"Acrylonitrile, Formaldehyde",130232,155,330,688,670,150.47,132225.47,130232,89.56633748,150.47,132225.47,130232,92.05667669,78139.2,0,130232,130232,94.24645771,78139.2,0,1993.47,688,59.76814083,1998.015074,107603.542,0.793535003,0.206464997,0.284843491,0.052680256,0.039331266,0.006240251,0.063885162,0.231629026,0.139622723,0.087979026,40540.21949,0.061263098,0.938736902,96676.47887,213472.0588,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,39.1389153,-51.94929112,-33.88750977,-72.24593892,-44.74994796,48.87698191,-14.75186819,-7.38786321,32.99403154,-51.55821736,All Other Basic Organic Chemical Manufacturing,47429453.39,684220.6,11230029.66,36319608.15,651178.2497,8947712.82,17687336.28,56675.738,4359373.38,10329333.96,562286.0851,2745591.134,28,3
77507MRCNC4923B,AMERICAN ACRYL LP,4631 OLD HWY 146 SUITE B,SEABROOK,HARRIS,TX,77586,-95.022533,29.600902,Formaldehyde,6758,6583,7288,7993,7668,6583,36290,7993,43.10863031,6583,36290,7993,53.28467153,36290,0,0,0,0,0,6583,36290,7993,74.36668098,36372.74052,69840.43713,0.829773384,0.170226616,0.206995226,0.054780011,0.031642216,0.006435381,0.061326177,0.226495892,0.147084366,0.062190163,29367.90735,0.07795382,0.92204618,98940.8125,245842.8571,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,45.49297526,-60.38306882,-51.95617828,-71.13970443,-55.55103524,53.53229451,-18.16656805,-9.440242162,40.10142792,-65.75772087,All Other Basic Organic Chemical Manufacturing,38925337.94,642727.153,9602300.324,28730426.71,619359.8027,7392941.48,17687757.98,23173.988,4365906.16,10185548.44,546671.2651,2759166.054,19,2
77507NSSKC10500,NIPPON CHEMICAL TEXAS INC,10500 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,-95.051944,29.608611,"1,3-Butadiene",1546.9,776.89,508.89,851.11,1062.42,508.89,4746.21,1546.9,23.57234865,508.89,4746.21,1546.9,36.71103478,4746.21,508.89,4746.21,1546.9,65.13525118,2847.726,0,0,0,0,0,116475.2918,0.785646576,0.214353424,0.225194502,0.063116906,0.053362946,0.004541853,0.059446197,0.223224256,0.143994525,0.069531008,49007.22278,0.073454483,0.926545517,94634.25843,233240.2299,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,37.75575355,-50.11341316,-47.73210627,-66.74749558,-25.03913925,8.357396658,-20.67520641,-10.74833901,37.15827908,-61.71580723,Petrochemical Manufacturing,39294394.54,663503.823,9771537.204,29077228.31,629061.4727,7550998.36,17763127.18,39339.838,4397281.38,10478300.35,548838.0851,2904969.134,20,2
77507NVMLC10200,MONUMENT CHEMICAL BAYPORT LLC,10200 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,-95.05519,29.60723,Acrylonitrile,#NUM!,#NUM!,73,5,996,5,1074,996,19.7080292,5,1074,996,33.6625161,644.4,5,1074,996,63.07428081,644.4,0,0,0,0,0,124408.9092,0.785420502,0.214579498,0.226370543,0.063920223,0.055119222,0.004364195,0.060318699,0.222627942,0.142948526,0.070295297,52705.33523,0.076930604,0.923069396,93336.4375,229569.8925,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,37.71611375,-50.06079903,-47.4591457,-66.32427591,-22.5720353,4.118916446,-19.51094309,-10.98676309,36.16194006,-61.29498538,All Other Basic Organic Chemical Manufacturing,39294394.54,663503.823,9771537.204,29077228.31,629061.4727,7550998.36,17763127.18,39339.838,4397281.38,10478300.35,548838.0851,2904969.134,20,2
77507PTRLT13200,BAKER PETROLITE BAYPORT FACILI TY,13200 BAY PARK RD,PASADENA,HARRIS,TX,77507,-95.063794,29.647681,Formaldehyde,53,41.6717,14.1572,131.93045,2.9048,2.9048,243.66415,131.93045,7.771575784,2.9048,243.6642,131.9305,23.87290683,243.6642,0,0,0,0,0,2.9048,243.6642,131.9305,55.90382138,244.2197498,113353.2017,0.797308418,0.202691582,0.317122338,0.046326654,0.038894057,0.006048357,0.062261823,0.229677091,0.139382692,0.093006603,42218.59466,0.060582932,0.939417068,95731.06667,208566.6667,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,39.80054817,-52.82747996,-26.39555347,-75.59326996,-45.36411216,44.29886916,-16.9180456,-8.16830472,32.76539625,-48.79000316,All Other Miscellaneous Chemical Product and Preparation Manufacturing,48949230.49,720635.6,11516514.26,37790578.25,681329.2497,9234197.42,18965672.38,86826.738,4645857.98,10570774.96,562286.0851,2819671.134,36,2
77507QSTRC5761U,EQUISTAR CHEMICALS BAYPORT CHEMICALS PLANT,5761 UNDERWOOD RD,PASADENA,HARRIS,TX,77507,-95.080194,29.627167,Acetaldehyde,36924,32126,38013,13790,39989,13790,160842,39989,75.52597681,13790,160842,39989,80.76427651,96505.2,0,0,0,0,0,13790,160842,39989,92.09961357,153043.5936,152689.2865,0.785593436,0.214406564,0.288566493,0.056818593,0.050848057,0.004679966,0.06311138,0.228444039,0.142695854,0.086499083,60102.35044,0.068592188,0.931407812,92270.40952,215069.9029,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,37.74643595,-50.10104585,-33.02339673,-70.06569791,-28.57189543,11.65243238,-15.78439992,-8.661315413,35.92126382,-52.37308267,All Other Basic Organic Chemical Manufacturing,39188204.88,711330.6,9855064.264,28939148.64,679097.2497,7576087.42,17902474.38,86706.738,4416037.98,10313039.35,559366.0851,2741917.134,27,2
77507QSTSP12500,TRECORA WAX LLC,12500 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,-95.04698,29.63686,Phthalic anhydride,#NUM!,#NUM!,#NUM!,#NUM!,0.00029,0.00029,0.00029,0.00029,0.042936883,0,0,0,0,0,0,0,0,0,0,0.00029,0.00029,0.00029,52.38299699,0.000134884,97645.96498,0.789572358,0.210427642,0.27768866,0.056013806,0.038629959,0.006725474,0.062893873,0.232138079,0.140439379,0.087128255,37245.62507,0.063987549,0.936012451,97866.9697,212373.8462,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,38.44410264,-51.02706257,-35.548154,-70.48969207,-45.73509993,60.45320745,-16.07463953,-7.18432894,33.77191659,-52.02665696,All Other Basic Organic Chemical Manufacturing,47429453.39,684220.6,11230029.66,36319608.15,651178.2497,8947712.82,17687336.28,56675.738,4359373.38,10329333.96,562286.0851,2745591.134,28,1
77507RCCHM10801,LYONDELL CHEMICAL CO BAYPORT FACILITY,10801 CHOATE RD,PASADENA,HARRIS,TX,77507,-95.05,29.61,Acetaldehyde,16220,17612,14600,11516,9747,9747,69695,17612,59.8540146,9747,69695,17612,67.53971662,41817,0,0,0,0,0,9747,69695,17612,84.24216402,66315.84572,111033.5968,0.787207527,0.212792473,0.226344041,0.061354447,0.052253378,0.004692386,0.058865192,0.22326909,0.144468634,0.07025782,46582.92677,0.072788397,0.927211603,96145.05747,233240.2299,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,38.02945175,-50.47669424,-47.46529706,-67.67602942,-26.59779,11.94873624,-21.45049716,-10.73041314,37.60987987,-61.31562019,Petrochemical Manufacturing,39294394.54,663503.823,9771537.204,29077228.31,629061.4727,7550998.36,17763127.18,39339.838,4397281.38,10478300.35,548838.0851,2904969.134,21,2
77507SPTNC11414,KURARAY AMERICA INC SEPTON BU,11414 CHOATE RD,PASADENA,HARRIS,TX,77507,-95.03844,29.61946,"1,3-Butadiene",1084,1356,1180,1073,1041,1041,5734,1356,22.62773723,1041,5734,1356,35.93817089,5734,1041,5734,1356,64.66294547,3440.4,0,0,0,0,0,84255.83387,0.799462196,0.200537804,0.240208263,0.057290299,0.038413483,0.005349524,0.057628703,0.222825782,0.147701156,0.073584024,33786.38074,0.068286093,0.931713907,100692.0328,235930.6452,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,40.178193,-53.32872997,-44.24739568,-69.81718474,-46.03919159,27.6264251,-23.10046366,-10.90766073,40.68893555,-59.48419228,Plastics Material and Resin Manufacturing,47892038.27,655301.783,11354514.4,36836338.04,631125.4327,9141815.56,17743384.3,27974.598,4387883.58,10494594.96,551758.0851,2908643.134,24,2
77507VLCMP11500,KURARAY AMERICA-EVAL BU,11500 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,-95.04361,29.619722,Acetaldehyde,63444,52848,79456.97453,232881.7178,87917.356,52848,516548.0484,232881.7178,92.35723486,52848,516548.03,232881.7,94.33233147,309928.818,0,0,0,0,0,52848,516548.03,232881.7,98.92657793,491503.2566,91649.93703,0.792043949,0.207956051,0.239994669,0.057993792,0.04408963,0.005138666,0.058943237,0.22338054,0.145578836,0.07330617,36839.52114,0.069437054,0.930562946,99583.90909,233511.9403,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,38.87747287,-51.6022772,-44.29697109,-69.44655652,-38.06570231,22.59588676,-21.3463541,-10.68585223,38.66737388,-59.63718034,Plastics Material and Resin Manufacturing,39455266.49,658017.7,9927420.664,29260355.25,634650.3497,7718061.82,17742129.38,28264.838,4386356.38,10494114.96,551758.0851,2908404.134,24,2
77507WLCHM11200,MULTI-CHEM GROUP BAYPORT TX FACILITY,11200 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,-95.0439,29.61813,Formaldehyde,212,86,685,1354,4834,86,7171,4834,36.10991842,86,7171,4834,47.18763418,7171,0,0,0,0,0,86,7171,4834,69.8153714,7187.349747,93108.71366,0.792104974,0.207895026,0.237567619,0.057828872,0.045127663,0.005098967,0.058725823,0.222841037,0.14561084,0.073052583,37736.24325,0.070053008,0.929946992,97894.43243,237540.5405,4680609,0.570318521,0.429681479,0.430846712,0.189810984,0.071187745,0.004191549,0.074940248,0.250106557,0.104984202,0.18161806,1795219,0.088830388,0.911169612,63022,189400,38.88817307,-51.61647963,-44.86029204,-69.53344287,-36.60754014,21.6487723,-21.6364716,-10.90156136,38.6978587,-59.77680702,All Other Basic Organic Chemical Manufacturing,39434396.74,652671.023,9921357.204,29239485.51,629303.6727,7711998.36,17742129.38,28264.838,4386356.38,10478300.35,548838.0851,2904969.134,24,2
